recipe_urls,recipe_name,ingredients,cuisine
https://www.allrecipes.com/recipe/223144/wonton-soup-with-a-kick/,Wonton Soup With A Kick Recipe - Allrecipes.com,"[""1 1/2 teaspoons chile-garlic sauce (such as Sriracha(R))"",""2 teaspoons lemon juice"",""2 teaspoons minced garlic"",""2 teaspoons rice wine vinegar"",""2 teaspoons sesame oil"",""20 wontons"",""3 tablespoons soy sauce"",""8 cups chicken broth"",""8 cups water"",""salt to taste""]",Chinese
https://www.allrecipes.com/recipe/260521/green-onion-pancake/,Green Onion Pancake Recipe - Allrecipes.com,"[""1 1/2 teaspoons vegetable oil, or as needed"",""1 cup chopped scallions, or to taste"",""1 cup hot water"",""1/2 cup cold water"",""1/4 cup butter, softened"",""3 cups all-purpose flour"",""salt and ground black pepper to taste""]",Chinese
https://www.allrecipes.com/recipe/233736/chinese-tomato-and-egg-soup/,Chinese Tomato and Egg Soup Recipe - Allrecipes.com,"[""1 pinch white sugar, or to taste"",""1 tablespoon vegetable oil"",""1/2 teaspoon sesame oil (optional)"",""2 cups water, or more as needed"",""2 eggs"",""2 large ripe tomatoes, quartered"",""2 tablespoons minced green onion"",""salt to taste""]",Chinese
https://www.allrecipes.com/recipe/162383/duck-fried-rice/,Duck Fried Rice Recipe - Allrecipes.com,"[""1 cup chopped Chinese roast duck meat, skin and fat separated and set aside"",""1/2 cup thinly sliced Chinese barbecued pork"",""2 eggs, beaten"",""2 tablespoons soy sauce"",""3 cups cooked long-grain rice"",""6 green onions, thinly sliced"",""salt and pepper to taste""]",Chinese
https://www.allrecipes.com/recipe/165846/moo-goo-gai-pan/,Moo Goo Gai Pan Recipe - Allrecipes.com,"[""1 (15 ounce) can whole straw mushrooms, drained"",""1 (8 ounce) can sliced bamboo shoots, drained"",""1 (8 ounce) can sliced water chestnuts, drained"",""1 cup sliced fresh mushrooms"",""1 pound skinless, boneless chicken breast, cut into strips"",""1 tablespoon cornstarch"",""1 tablespoon oyster sauce"",""1 tablespoon rice wine"",""1 tablespoon soy sauce"",""1 tablespoon vegetable oil"",""1 tablespoon white sugar"",""1/4 cup chicken broth"",""2 cloves garlic, minced"",""2 cups chopped broccoli florets""]",Chinese
https://www.allrecipes.com/recipe/258157/eight-treasure-rice-pudding/,Eight Treasure Rice Pudding Recipe - Allrecipes.com,"[""1 2/3 cups glutinous rice"",""1 pineapple ring"",""1 tablespoon butter"",""1 tablespoon roasted peanuts, finely chopped"",""1 tablespoon toasted pumpkin seeds, finely chopped"",""1/2 teaspoon vegetable oil"",""10 canned mandarin orange segments"",""2 cups water"",""2 tablespoons white sugar"",""3 tablespoons toasted walnuts, finely chopped"",""3/4 cup red bean paste"",""5 dates""]",Chinese
https://www.allrecipes.com/recipe/62723/almond-jelly/,Almond Jelly Recipe - Allrecipes.com,"[""1 1/2 teaspoons almond extract"",""1 cup water"",""2 (.25 ounce) envelopes unflavored gelatin powder"",""2 cups milk"",""3/4 cup sugar""]",Chinese
https://www.allrecipes.com/recipe/263821/chef-johns-chinese-scallion-pancakes/,Chef John's Chinese Scallion Pancakes Recipe - Allrecipes.com,"[""1 1/2 tablespoons vegetable oil, or as needed"",""1 1/2 teaspoons kosher salt"",""1 bunch green onions, mostly green parts, thinly sliced"",""1 tablespoon all-purpose flour"",""1 teaspoon all-purpose flour"",""2 cups bread flour"",""2 teaspoons sesame oil"",""3 tablespoons vegetable oil"",""3/4 cup very hot water"",""For the Dough:"",""For the Oil Mixture:""]",Chinese
https://www.allrecipes.com/recipe/257511/creamy-lychee-jelly/,Creamy Lychee Jelly Recipe - Allrecipes.com,"[""1 (11 ounce) can lychees, drained and diced, syrup reserved"",""1 1/2 tablespoons whole milk"",""1 cup whole milk"",""1 tablespoon powdered gelatin"",""1/2 cup water"",""2 tablespoons Chinese rock sugar"",""3 1/2 tablespoons cold water""]",Unknown
https://www.allrecipes.com/recipe/77408/chinese-spareribs/,Chinese Spareribs Recipe - Allrecipes.com,"[""1 pound pork spareribs"",""1 tablespoon honey"",""1 tablespoon ketchup"",""1 tablespoon sake"",""1 tablespoon soy sauce"",""1 teaspoon grated fresh ginger"",""1 teaspoon lemon juice"",""1 teaspoon rice vinegar"",""1/2 teaspoon grated fresh garlic"",""1/4 teaspoon Chinese five-spice powder"",""3 tablespoons hoisin sauce""]",Chinese
https://www.allrecipes.com/recipe/257508/chinese-sweet-and-sour-spare-ribs/,Chinese Sweet and Sour Spare Ribs Recipe - Allrecipes.com,"[""1 pound pork spare ribs, cut into 1 1/2-inch pieces"",""1/3 cup white sugar"",""1/4 cup water"",""1/4 teaspoon salt"",""2 cups vegetable oil for frying"",""2 tablespoons soy sauce"",""2 teaspoons Chinese black vinegar"",""2 teaspoons rice wine, divided""]",Chinese
https://www.allrecipes.com/recipe/245280/chicken-jook-with-lots-of-vegetables/,Chicken Jook with Lots of Vegetables Recipe - Allrecipes.com,"[""1 cup bean sprouts"",""1 cup short-grain brown rice"",""1 cup snow peas"",""1 jalapeno pepper, seeded and minced"",""1 tablespoon sesame oil"",""1/2 cup chopped cilantro leaves"",""1/2 cup chopped scallions"",""2 cups thinly sliced cabbage"",""2 tablespoons minced fresh ginger"",""2 tablespoons minced garlic"",""2 tablespoons soy sauce"",""3 bone-in chicken thighs"",""3 tablespoons vegetable oil"",""6 cups water"",""salt and ground black pepper to taste""]",Chinese
https://www.allrecipes.com/recipe/263495/chinese-honey-walnut-shrimp/,Chinese Honey-Walnut Shrimp  Recipe - Allrecipes.com,"[""1 tablespoon egg white"",""1 teaspoon lemon juice"",""1/2 cup walnut halves"",""1/2 tablespoon honey"",""1/2 tablespoon sweetened condensed milk"",""1/3 cup cornstarch"",""1/4 cup water"",""1/4 cup white sugar"",""1/4 teaspoon salt"",""3 tablespoons mayonnaise"",""8 ounces uncooked medium shrimp, peeled and deveined"",""vegetable oil for frying""]",Chinese
