recipe_urls,recipe_name,ingredients,cuisine
https://www.allrecipes.com/recipe/99518/matar-pulao-with-nuts/,Matar Pulao with Nuts Recipe - Allrecipes.com,"[""1 3/4 cups water"",""1 cup basmati rice"",""1/2 (1 inch) piece cinnamon stick"",""1/2 teaspoon salt"",""1/3 cup thinly sliced onion"",""1/4 cup green peas"",""1/4 teaspoon cumin seeds"",""2 cardamom pods"",""2 tablespoons cashews"",""2 tablespoons slivered almonds"",""2 whole cloves"",""3 tablespoons vegetable oil, divided""]",Indian
https://www.allrecipes.com/recipe/85925/bean-sprouts-soup/,Bean Sprouts Soup Recipe - Allrecipes.com,"[""1 cup bean sprouts"",""1 cup buttermilk"",""1 sprig fresh curry leaves"",""1 tablespoon rice flour"",""1 tablespoon vegetable oil"",""1 teaspoon black pepper, freshly ground"",""1 teaspoon chopped fresh cilantro"",""1 teaspoon ground cumin"",""1 teaspoon white sugar"",""4 cups boiling water"",""salt to taste""]",Chinese
https://www.allrecipes.com/recipe/88230/coconut-curry-fish/,Coconut Curry Fish Recipe - Allrecipes.com,"[""1 (14 ounce) can coconut milk"",""1 (16 ounce) package frozen stir-fry vegetables"",""1 1/2 tablespoons curry powder"",""1 cup uncooked brown rice"",""1 large onion, chopped"",""1 pound cod fillets, cut into chunks"",""1 tablespoon cornstarch"",""1 tablespoon vegetable oil"",""1 teaspoon ground cumin"",""1 teaspoon ground turmeric"",""2 cups water"",""2 teaspoons chili powder"",""3 cloves garlic, crushed"",""salt and pepper to taste""]",Thai
https://www.allrecipes.com/recipe/27738/curried-chicken-and-potatoes/,Curried Chicken and Potatoes Recipe - Allrecipes.com,"[""1 (8 ounce) container plain yogurt"",""1 teaspoon cumin seed"",""1/2 bunch Swiss chard, chopped"",""1/2 teaspoon black mustard seed"",""1/2 teaspoon garam masala"",""1/2 teaspoon salt"",""1/4 teaspoon cayenne pepper"",""1/4 teaspoon ground cardamom"",""2 (4 ounce) chicken thighs, cut into bite size pieces"",""2 cloves garlic, minced"",""2 medium potatoes, diced"",""2 roma (plum) tomatoes, diced"",""2 tablespoons olive oil""]",Indian
https://www.allrecipes.com/recipe/94552/bombay-chicken-and-rice/,Bombay Chicken and Rice Recipe - Allrecipes.com,"[""1 (3 pound) chicken, cut into pieces"",""1 1/2 teaspoons sugar"",""1 cup uncooked long-grain white rice"",""1 teaspoon salt"",""1/2 cup chopped onion"",""1/2 teaspoon paprika"",""2 cups water"",""2 tablespoons butter, melted"",""4 teaspoons curry powder, divided"",""6 ounces diced dried mixed fruit""]",Indian
https://www.allrecipes.com/recipe/247204/red-split-lentils-masoor-dal/,Red Split Lentils (Masoor Dal) Recipe - Allrecipes.com,"[""1 cup basmati rice"",""1 cup broccoli florets (optional)"",""1 cup diced tomatoes (optional)"",""1 cup frozen peas (optional)"",""1 cup red lentils (masoor dal), rinsed"",""1 cup sliced mushrooms (optional)"",""1 tablespoon olive oil, or as needed"",""1 tablespoon peeled, finely grated fresh ginger"",""1 teaspoon ground coriander"",""1 teaspoon ground cumin"",""1 teaspoon salt, or to taste"",""1/2 cup finely chopped red onion (optional)"",""1/2 teaspoon cayenne powder (optional)"",""1/2 teaspoon ground black pepper (optional)"",""1/2 teaspoon ground turmeric"",""2 cloves garlic, finely grated"",""7 1/2 cups water, divided""]",Indian
https://www.allrecipes.com/recipe/76989/mixed-grill-of-sausage-chicken-and-lamb-with-tandoori-flavorings/,"Mixed Grill of Sausage, Chicken and Lamb With Tandoori Flavorings Recipe - Allrecipes.com","[""1 1/2 teaspoons garlic powder"",""1 tablespoon curry powder"",""1/2 cup plain yogurt"",""1/2 teaspoon cayenne pepper"",""1/4 cup olive oil"",""12 chicken drumsticks, skin removed"",""2 pounds spicy or mild Italian pork sausage"",""3 tablespoons ground cumin"",""3 tablespoons red wine vinegar"",""3/4 teaspoon ground ginger"",""3/4 teaspoon salt"",""8 lamb loin chops""]",Indian
https://www.allrecipes.com/recipe/262233/easy-chicken-madras-recipe/,Easy Chicken Madras Recipe Recipe - Allrecipes.com,"[""1 (14 ounce) can chopped tomatoes"",""1 (2 inch) piece fresh ginger, grated"",""1 splash water, or as needed"",""1 tablespoon vegetable oil"",""1/2 cup chopped cilantro, or to taste"",""1/4 cup Madras curry powder"",""2 cloves garlic"",""2 onions, coarsely chopped"",""2 red chile peppers, stemmed and seeded"",""4 skinless, boneless chicken breasts, cut into large chunks"",""salt and ground black pepper to taste""]",Indian
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry Recipe - Allrecipes.com,"[""1 clove garlic, minced"",""1 green chile pepper, chopped"",""1 small onion, sliced into thin half-circles"",""1 tablespoon minced fresh ginger root"",""1 tomato, diced"",""1/2 teaspoon brown mustard seeds"",""1/4 cup chopped fresh cilantro"",""10 fresh curry leaves, chopped (optional)"",""2 (14.75 ounce) cans salmon, drained and bones removed"",""2 tablespoons olive oil"",""3/4 teaspoon cumin seeds""]",Indian
https://www.allrecipes.com/recipe/212672/doodhi-chana/,Doodhi Chana Recipe - Allrecipes.com,"[""1 calabash gourd, peeled and cut into cubes"",""1 tablespoon minced fresh ginger root"",""1 teaspoon cumin seeds"",""1 teaspoon ground red pepper"",""1 teaspoon ground turmeric"",""1 teaspoon minced garlic"",""1 teaspoon white sugar"",""1/2 cup split Bengal gram (chana dal)"",""2 tablespoons cooking oil"",""3 cups water"",""4 dried red chile peppers, broken into pieces"",""salt to taste""]",Indian
