recipe_urls,recipe_name,ingredients,cuisine
https://www.allrecipes.com/recipe/265694/sweet-and-sour-lychee-pork/,Sweet and Sour Lychee Pork Recipe - Allrecipes.com,"[""1 egg yolk"",""1 tablespoon vegetable oil"",""1 teaspoon cornstarch"",""1 teaspoon rice wine"",""1 teaspoon soy sauce"",""1/4 teaspoon ground Sichuan peppercorns"",""1/4 teaspoon salt"",""1/4 teaspoon sesame oil"",""2 green chile peppers, cut into 1-inch pieces, or more to taste"",""2 scallions, cut into 1-inch pieces"",""2 tablespoons water"",""2 tablespoons white sugar"",""2 tablespoons white vinegar"",""2 teaspoons tomato paste"",""3 ounces canned lychees, drained"",""3 tablespoons cornstarch"",""5 ounces pork tenderloin, trimmed of fat and cut into 1-inch cubes"",""Marinade:"",""Seasoning:"",""Stir-Fry:"",""oil for frying""]",Chinese
https://www.allrecipes.com/recipe/107126/whitneys-egg-flower-soup/,Whitney's Egg Flower Soup Recipe - Allrecipes.com,"[""1 egg, beaten"",""1 green onion, chopped"",""2 cups chicken broth"",""2 dashes sesame oil"",""2 tablespoons peas"",""white pepper to taste""]",Chinese
https://www.allrecipes.com/recipe/258063/chinese-porridge-congee-or-jook/,Chinese Porridge (Congee or Jook) Recipe - Allrecipes.com,"[""1 cup boiling water"",""1 cup uncooked white rice"",""1 leftover turkey carcass"",""1 piece Chinese salted turnip"",""1 pinch salt and ground black pepper to taste"",""1 teaspoon soy sauce, or more to taste"",""1/4 cup shelled raw peanuts"",""16 ounces flat dried bean curd"",""2 slices fresh ginger root"",""4 cloves garlic, peeled"",""5 dried shiitake mushrooms"",""8 cups water, divided, or as needed""]",Chinese
https://www.allrecipes.com/recipe/15352/sesame-chicken/,Sesame Chicken Recipe - Allrecipes.com,"[""1 clove crushed garlic"",""1 dash hot pepper sauce"",""1 green bell pepper, sliced"",""1 pound skinless, boneless chicken breast halves, cut into bite size pieces"",""1 tablespoon grated fresh ginger"",""1 tablespoon lemon juice"",""1 tablespoon sesame oil"",""1 tablespoon soy sauce"",""2 tablespoons rice wine"",""2 tablespoons sesame seeds"",""2 tablespoons vegetable oil"",""2 teaspoons cornstarch"",""4 green onions, sliced diagonally into 1/2 inch pieces"",""4 ounces fresh mushrooms, quartered""]",Chinese
https://www.allrecipes.com/recipe/231376/shrimp-stirfry/,Shrimp Stirfry Recipe - Allrecipes.com,"[""1 1/2 cups sliced king mushrooms"",""1 cup chopped onion"",""1 pound fresh Chinese wheat noodles"",""1 pound tiger shrimp, peeled and deveined"",""1 tablespoon olive oil"",""1 tablespoon sesame oil"",""1 teaspoon minced fresh ginger"",""1 teaspoon oyster sauce, or to taste"",""1/2 cup chopped green bell pepper"",""1/2 cup water"",""2 cups bean sprouts"",""3 cloves garlic, finely chopped""]",Chinese
https://www.allrecipes.com/recipe/11747/vegetable-lo-mein/,Vegetable Lo Mein Recipe - Allrecipes.com,"[""1 cup chicken broth"",""1 cup shredded carrots"",""1 onion, chopped"",""1 tablespoon cornstarch"",""1 tablespoon soy sauce"",""1 teaspoon grated fresh ginger"",""1/2 cup chopped green onions"",""1/2 cup sliced red bell peppers"",""1/4 cup hoisin sauce"",""1/4 cup vegetable oil"",""1/4 teaspoon cayenne pepper"",""1/4 teaspoon curry powder"",""2 cloves garlic, minced"",""2 cups fresh bean sprouts"",""2 cups fresh sliced mushrooms"",""2 tablespoons honey"",""8 ounces uncooked spaghetti""]",Chinese
https://www.allrecipes.com/recipe/41206/chinese-barbequed-spareribs/,Chinese Barbequed Spareribs Recipe - Allrecipes.com,"[""1/2 cup hoisin sauce"",""1/2 teaspoon garlic salt"",""1/2 teaspoon red food coloring"",""1/4 cup jellied cranberry sauce"",""1/4 teaspoon Chinese five-spice powder"",""2 cups water"",""2 tablespoons honey"",""2 tablespoons white wine"",""3 tablespoons reduced sodium soy sauce"",""4 pounds pork spareribs, cut into 1-inch pieces""]",Chinese
https://www.allrecipes.com/recipe/257928/chinese-steamed-sea-bass/,Chinese Steamed Sea Bass Recipe - Allrecipes.com,"[""1 pound whole sea bass - cleaned, rinsed, and patted dry"",""1 tablespoon white sugar"",""1/4 cup chile oil"",""1/4 cup peeled and thinly sliced ginger"",""1/4 cup soy sauce"",""5 spring onions, thinly sliced"",""salt to taste""]",Chinese
https://www.allrecipes.com/recipe/214865/hoisin-pork-stir-fry/,Hoisin Pork Stir Fry Recipe - Allrecipes.com,"[""1 (4 ounce) can sliced water chestnuts, drained"",""1 carrot, peeled and sliced"",""1 green bell pepper, sliced"",""1 pound boneless pork chops, cut into stir-fry strips"",""1 tablespoon cornstarch"",""1 tablespoon hoisin sauce"",""1 tablespoon rice vinegar"",""1 tablespoon sesame oil"",""1 tablespoon white sugar"",""1 teaspoon red pepper flakes, or to taste"",""1/4 cup chicken broth"",""2 cloves garlic, minced"",""2 green onions, sliced"",""2 tablespoons hoisin sauce"",""2 teaspoons minced fresh ginger root""]",Chinese
https://www.allrecipes.com/recipe/79735/hot-and-sweet-dipping-sauce/,Hot and Sweet Dipping Sauce Recipe - Allrecipes.com,"[""1 1/2 teaspoons dried red pepper flakes"",""1 clove garlic, minced"",""1/2 cup rice vinegar"",""1/2 cup white sugar"",""1/4 teaspoon salt""]",American
https://www.allrecipes.com/recipe/257933/hot-and-spicy-sichuan-chicken/,Hot and Spicy Sichuan Chicken Recipe - Allrecipes.com,"[""1 (3/4 inch thick) slice fresh ginger, crushed"",""1 teaspoon Sichuan peppercorns"",""1 teaspoon toasted sesame seeds, or to taste"",""1/2 (2 pound) whole chicken"",""1/4 cup chile oil"",""1/4 cup soy sauce"",""1/4 teaspoon Sichuan peppercorn oil"",""1/4 teaspoon monosodium glutamate (MSG)"",""2 tablespoons white sugar"",""6 spring onions (white parts only), cut into 3/4-inch pieces""]",Chinese
https://www.allrecipes.com/recipe/56452/chicken-yum-yums/,Chicken Yum-Yums Recipe - Allrecipes.com,"[""1 pinch salt"",""1 small apple - peeled, cored and thinly sliced"",""1/2 cup duck sauce"",""1/4 cup dried apricots, sliced"",""1/4 cup raisins"",""2 tablespoons olive oil"",""6 boned and skinned chicken breast halves""]",American
