recipe_urls,recipe_name,ingredients,cuisine
https://www.jamieoliver.com/recipes/seafood-recipes/szechuan-sweet-sour-prawns/,Szechuan sweet & sour prawns,"['300 g pineapple', '1 red pepper', '1 yellow pepper', '2 cloves of garlic', '1-2 fresh red chillies', 'sea salt', '1 thumb-sized piece of ginger', '24 peeled raw king prawns', 'groudnut oil , or vegetable oil', '150 ml unsweetened pineapple juice', '3 tablespoons rice or white wine vinegar', '1 tablespoon low-salt soy sauce', '½ tablespoon cornflour', '½ bunch of fresh coriander']",Chinese
https://www.jamieoliver.com/recipes/vegetables-recipes/vegan-chinese-noodles/,Vegan Chinese noodles,"['200 g thin rice noodles', '300 g mixed oriental mushrooms , such as oyster, shitake and enoki, cleaned', '2 cloves of garlic', '1 fresh red chilli', '1 thumb-sized piece of ginger', '200 g courgettes', '½ bunch of fresh coriander', '6 spring onions', 'groundnut oil , or vegetable oil', '1 teaspoon cornflour', '2 tablespoons low-salt soy sauce', '1 tablespoon agave syrup', '1 teaspoon seasame oil', '½ tablespoon rice wine , or dry sherry', '100 g baby spinach', '2 limes , to serve', 'sambal , or hot chilli sauce, to serve']",Chinese
https://www.jamieoliver.com/recipes/lamb-recipes/haggis-neeps-tatties/,"Haggis, neeps & tatties","['500 g quality haggis', 'NEEPS & TATTIES', '450 g potatoes', '400 g turnips or swedes', '100 g unsalted butter', '8 spring onions', '30 ml double cream']",Unknown
https://www.jamieoliver.com/recipes/vegetables-recipes/vietnamese-bun-cha-with-sticky-spicy-tofu/,Vietnamese bun cha with sticky spicy tofu,"['sesame oil', '1 large brown onion', '350 g pack of firm tofu', '6 tbsp hoisin sauce', '2 tbsp sesame seeds', '250 g thin brown rice noodles', 'a small handful of peanuts', '1 long red chilli', '2 limes', 'chilli sauce , to serve', 'Dressing', '3 tbsp brown sugar', '1 stick of lemongrass', '3 tbsp reduced-salt soy sauce', '1 tbsp white wine vinegar', '1 tbsp toasted sesame oil , plus extra to serve', '2 limes', 'Salad', '2 carrots', '1/2 cucumber', '2 baby gem lettuce', '4 spring onions', '1 small bunch of mint']",Vietnamese
https://www.jamieoliver.com/recipes/pork-recipes/marmexican-marinated-pork-tenderloin/,Mexican marinated pork tenderloin,"['500 g piece of higher-welfare pork tenderloin , trimmed', 'olive oil', '18 small corn tortillas', '2 limes', 'MARINADE', '2 red onions', '6 cloves of garlic', '2 dried chipotle chillies', '1 ancho chilli', '½ a bunch of fresh coriander', '1 teaspoon ground cumin', '½ teaspoon sweet smoked paprika', '3 sprigs of fresh thyme', '2 tablespoons red wine vinegar', '1 tablespoon tomato purée', '2 tablespoons dark brown sugar', '½ an orange', 'RAINBOW SALAD', '1 corn on the cob', '¼ of a white cabbage', '2 tablespoon white vinegar', '6 mixed radishes', '2 carrots', '3 little gem hearts', 'AVOCADO SALSA', '2 ripe avocados', '1 fresh green chilli', '2 spring onions', '½ a bunch of fresh coriander', '1 lime', 'extra virgin olive oil']",Mexican
https://www.jamieoliver.com/recipes/fish-recipes/sea-bass-in-puff-pastry/,Sea bass in puff pastry,"['60 g small cooked prawns', '2 tbsp tarragon , finely chopped', '1 tbsp olive oil , plus extra for greasing', '1 large free-range egg , beaten', '2 tbsp milk', 'plain flour , for dusting', '500 g puff pastry , halved', '1 kg whole sea bass , filleted (ask your fishmonger to do this)', 'green salad , to serve', 'For the Salsa verde:', '1 small bunch of basil , leaves picked', '1 small bunch of mint , leaves picked', '1 small bunch of flat-leaf parsley , leaves picked', '2 cloves of garlic', '6 cornichons', '2 tbsp capers , drained', '5 tbsp anchovy fillets , drained', '5 tbsp olive oil', '1 tbsp red wine vinegar']",French
https://www.jamieoliver.com/recipes/lamb-recipes/michael-sheen-s-traditional-welsh-cawl/,Michael Sheen's traditional Welsh cawl,"['1 onion', '1 kg lamb neck , bone in, cut into 5cm chunks (ask your butcher)', '1 kg swede', '2 carrots', '2 parsnips', '500g Maris Piper potatoes', '3 large leeks', 'mature Caerphilly cheese , to serve']",Unknown
https://www.jamieoliver.com/recipes/vegetables-recipes/brilliant-veggie-burger/,Brilliant veggie burger,"['200 g frozen sweetcorn', '400 g mixed frozen peas and broad beans', '½ a bunch of fresh coriander , (15)', '75 g plain flour , plus extra for dusting', '1 pinch of ground cumin', '1 teaspoon cayenne pepper', '1 tablespoon sesame seeds', '1 tablespoon sunflower seeds', 'olive oil', '½ an iceberg lettuce', '2 ripe tomatoes', '2 sprigs of fresh basil', '2 gherkins', '1 ripe avocado', '1 lime', '4 large quality burger buns', '1 punnet of cress', 'tomato ketchup', 'SPICED VEGAN MAYO', '2 spring onions', '½ a fresh red chilli', '½ a clove of garlic', '2 heaped tablespoons jarred chickpeas', '1 teaspoon English mustard', '1½ tablespoons sun-dried tomato paste', '1 splash of brandy', '1 lemon', 'extra virgin olive oil', 'CRISPY ONION RINGS', '1 large onion', '2 tablespoons red wine vinegar', '120 g self-raising flour', '½ teaspoon baking powder', '200ml golden ale or IPA , (cold)', '600 ml sunflower oil or sunseed oil , for frying']",American
https://www.jamieoliver.com/recipes/pork-recipes/chargrilled-pork-escalopes/,Chargrilled pork escalopes,"['4 x 100 g higher-welfare pork leg escalopes , trimmed', '5 sprigs of fresh thyme', '1 lemon', '1 clove of garlic', 'olive oil', '½ a bunch of fresh mint', '400 g new potatoes', '320 g frozen peas', '320 g frozen broad beans', '300 g sprouting broccoli', 'extra virgin olive oil', '½ a fresh red chilli', '50 g pecorino cheese']",French
https://www.jamieoliver.com/recipes/pork-recipes/hot-smoky-vindaloo-with-pork-belly/,Kate Hudson's hot & smoky vindaloo,"['2 heaped teaspoons coriander seeds', '1 teaspoon cumin seeds', '1 heaped teaspoon black peppercorns', '2 dried Kashmiri chillies', '5 cm piece of ginger', '6 cloves of garlic', '1 teaspoon ground turmeric', 'olive oil', '1 tablespoon cider vinegar', '1 kg higher-welfare pork belly , skin removed', '3 small onions', '1 handful of curry leaves', '2 fresh mixed-colour chilli', '1 tablespoon tamarind paste', '1 heaped tablespoon soft brown sugar', '1 cinnamon stick', '4 cloves', 'YOU ALSO NEED', '1 piece of charcoal']",Indian
