recipe_urls,recipe_name,ingredients,cuisine
https://www.jamieoliver.com/recipes/rice-recipes/chicken-chorizo-paella/,Chicken & chorizo paella,"['2 cloves of garlic', '1 onion', '1 carrot', '½ a bunch of fresh flat-leaf parsley , (15g)', '70 g quality chorizo', '2 free-range chicken thighs , skin off, bone out', 'olive oil', '1 teaspoon sweet smoked paprika', '1 red pepper', '1 tablespoon tomato purée', '1 organic chicken stock cube', '300 g paella rice', '100 g frozen peas', '200 g frozen peeled cooked prawns , from sustainable sources', '1 lemon']",Spanish
https://www.jamieoliver.com/recipes/pasta-recipes/carbonara-of-smoked-mackerel/,Carbonara of smoked mackerel,"['320 g dried penne', '1 onion', '1 large courgette', '2 sprigs of fresh rosemary', '130 g smoked boneless mackerel fillets , from sustainable sources', 'olive oil', '2 large free-range eggs', '100 ml semi-skimmed milk', '40 g Parmesan cheese', '1 lemon , optional']",Unknown
https://www.jamieoliver.com/recipes/pork-recipes/piri-piri-pork-belly/,Piri piri pork belly,"['6 fresh bay leaves', '1 level teaspoon smoked paprika', '1 tablespoon olive oil', '1.2 kg higher-welfare pork belly , skin on, bone in', '2 red onions', '1 sweet potato', '4 cloves of garlic', '2 fresh red chillies', '1 tablespoon red wine vinegar', '1 x 700 ml jar of passata', '2 sprigs of fresh rosemary']",Portuguese
https://www.jamieoliver.com/recipes/vegetables-recipes/hungover-noodles/,Hungover noodles,"['5 cm piece of ginger', '1 clove of garlic', '2 tablespoons low-salt soy sauce', '3 tablespoons rice wine vinegar', '3 tablespoons sesame oil', '1 Chinese cabbage', '500 g fresh or frozen broccoli', '250 g medium egg noodles', '200 g mangetout', '4 large free-range eggs', 'olive oil', 'hot chilli sauce , to serve']",Chinese
https://www.jamieoliver.com/recipes/pork-recipes/crispy-pork-tacos/,Crispy pork tacos,"['1 green pepper', '1 large red onion', '1 fresh green chilli', '1 pinch of ground cloves', '2 tablespoons red wine vinegar', 'leftover pork dripping , optional', 'olive oil', '2 tablespoons Cajun seasoning', '2 x 400 g tins of black beans', '300 g leftover cooked higher-welfare pork', 'leftover pork crackling , optional', '1 level teaspoon sweet smoked paprika', '12 taco shells', '½ an iceberg lettuce', '6 tablespoons fat-free natural yoghurt']",Mexican
https://www.jamieoliver.com/recipes/pasta-recipes/classic-tomato-spaghetti/,Classic tomato spaghetti,"['1 bunch of fresh basil', '1 medium onion', '2 cloves of garlic', '1 kg ripe tomatoes , or 2 x 400g tins of quality chopped tomatoes', 'olive oil', '1 tablespoon red wine or balsamic vinegar', '480 g dried wholewheat spaghetti', '15 g Parmesan cheese']",Italian
https://www.jamieoliver.com/recipes/fruit-recipes/pear-crunch-salad/,Pear crunch salad,"['150 g watercress', '2 heads of chicory , different colours if possible', '1 lemon', '2 tablespoons extra virgin olive oil', 'sea salt', 'freshly ground black pepper', '1 firm pear', '40 g blue cheese, such as Stilton or Cashel Blue']",American
https://www.jamieoliver.com/recipes/chicken-recipes/party-time-mexican-tacos/,Dexter Fletcher's party-time Mexican tacos,"['1 x 1.8 kg whole free-range chicken', '4 sprigs of fresh thyme', 'olive oil', '1 lemon', '1 bulb of garlic', '500 g plain flour , plus extra for dusting', '1 cos lettuce', '250 g ripe cherry tomatoes', '2 ripe avocados', '100 g mixed seeds', '200 g feta cheese', 'SALSA', '2 fresh red or green chillies', '500 g tomatillos or green tomatoes', '1 bunch of fresh mint , (30g)', '1 bunch of fresh coriander , (30g)', '2 spring onions', '1 clove of garlic', '2 tablespoons cider vinegar', 'extra virgin olive oil', '1 splash of quality tequila']",Mexican
https://www.jamieoliver.com/recipes/seafood-recipes/grilled-tuna-with-tomato-spaghetti/,Grilled tuna with tomato spaghetti,"['1 clove of garlic', '200 g cherry tomatoes', '30 g black olives', '30 g green olives', '1 teaspoon fennel seeds', 'sea salt', '30 g Parmesan cheese', 'a small bunch of fresh basil', 'olive oil', '1 lemon', '2 x 120 g tuna steaks (roughly 1.5cm thick)', 'freshly ground black pepper', '150 g dried spaghetti', 'extra virgin olive oil', '½ fresh red chilli', '35 g rocket']",Italian
https://www.jamieoliver.com/recipes/pork-recipes/beautiful-stuffed-porchetta/,Beautiful stuffed porchetta,"['1 x 5 kg higher-welfare pork loin with belly attached , skin on (ask your butcher to remove the bones, butterfly open the loin meat and score the skin vertically at ½cm intervals)', '3 eating apples', '4 carrots', '2 red onions', '2 heaped tablespoons plain flour', '500 ml quality organic chicken stock', 'STUFFING', '4 large red onions', '1 bunch of fresh sage , (30g)', 'olive oil', '1 knob of unsalted butter', '75 g pine nuts', '1 heaped teaspoon fennel seeds', '75 g raisins', '250 ml Vin Santo', '170 g sourdough bread', '1 clove of garlic', '2 sprigs of fresh rosemary', '150 g free-range chicken or higher-welfare pork livers , cleaned', '1 lemon', '8 fresh oysters , from sustainable sources', '30 g Parmesan cheese']",Italian
