recipe_urls,recipe_name,ingredients,cuisine
https://www.allrecipes.com/recipe/143090/hong-kong-sweet-and-sour-pork/,Hong Kong Sweet and Sour Pork Recipe - Allrecipes.com,"[""1 cup potato starch"",""1 cup water"",""1 dash red food coloring"",""1 egg, beaten"",""1 green bell pepper, cut into large chunks"",""1 pinch salt"",""1 pound pork loin, cut into 1-inch cubes"",""1 teaspoon sesame oil"",""1/4 cup ketchup"",""1/4 cup white sugar"",""1/8 teaspoon white sugar"",""2 cayenne peppers, sliced"",""2 cloves garlic, sliced"",""2 cups peanut oil for frying"",""2 green onions, sliced"",""2 tablespoons white vinegar"",""2 teaspoons light soy sauce"",""2 teaspoons potato starch"",""4 slices canned pineapple, chopped"",""ground black pepper to taste""]",Chinese
https://www.allrecipes.com/recipe/258151/chicken-and-prawn-chow-mein/,Chicken and Prawn Chow Mein Recipe - Allrecipes.com,"[""1 (16 ounce) package egg noodles"",""1 cup chopped broccoli"",""1 cup chopped carrots"",""1 cup chopped fresh mushrooms"",""1 cup chopped green cabbage"",""1 cup chopped zucchini"",""1 pinch white sugar, or to taste"",""1 tablespoon minced garlic"",""1 teaspoon salt"",""1 teaspoon vegetable oil"",""1/4 teaspoon sesame oil, to taste"",""10 ounces diced boneless chicken"",""2 tablespoons chicken bouillon granules"",""2 tablespoons vegetable oil"",""2 teaspoons salt"",""2/3 pound prawns, peeled and deveined"",""3 tablespoons soy sauce""]",Chinese
https://www.allrecipes.com/recipe/260113/extra-tasty-mapo-doufu/,Extra Tasty Mapo Doufu Recipe - Allrecipes.com,"[""1 (14 ounce) container firm tofu, cut into 1/2-inch cubes"",""1 cup chicken stock"",""1 tablespoon Szechuan peppercorns, or to taste"",""1 tablespoon sliced dried Szechuan red chiles, or to taste"",""1/2 pound ground pork"",""1/4 cup chopped green onions"",""2 pinches white sugar, or to taste"",""2 teaspoons cornstarch"",""2 teaspoons soy sauce"",""3 tablespoons chili bean sauce"",""3 tablespoons peanut oil"",""4 teaspoons Chinese black bean and garlic sauce""]",Chinese
https://www.allrecipes.com/recipe/231680/shrimp-stir-fry-with-egg-noodles/,Shrimp Stir Fry With Egg Noodles Recipe - Allrecipes.com,"[""1 clove garlic, chopped"",""1 pound fresh Chinese egg noodles"",""1 tablespoon red pepper flakes, or to taste"",""1/2 cup baby corn, drained"",""1/2 cup canned sliced bamboo shoots, drained"",""1/2 cup chopped red bell pepper"",""1/2 cup sliced water chestnuts, drained"",""1/3 cup chopped onion"",""2 cups cooked shrimp"",""2 tablespoons olive oil"",""3 tablespoons oyster sauce"",""3/4 cup broccoli florets""]",Chinese
https://www.allrecipes.com/recipe/16398/chinese-chicken-and-potato-soup/,Chinese Chicken and Potato Soup Recipe - Allrecipes.com,"[""1 carrot, chopped"",""1 chicken leg"",""1 onion, chopped"",""1 turnip, chopped"",""3 potatoes, cubed"",""5 cloves garlic, minced"",""salt and pepper to taste""]",Chinese
https://www.allrecipes.com/recipe/69505/8-treasures/,8 Treasures Recipe - Allrecipes.com,"[""1 (14.75 ounce) can cream-style corn"",""1 cup cubed fully cooked ham"",""1 cup water"",""1 tablespoon vegetable oil"",""1/2 cup cornstarch"",""2 (12 ounce) packages firm tofu, drained and cubed"",""2 1/3 cups ground beef"",""2 1/3 cups peeled and deveined medium shrimp (30-40 per pound)"",""2 leeks, chopped"",""4 egg whites, beaten"",""4 sliced fresh mushrooms"",""8 cups water""]",Chinese
https://www.allrecipes.com/recipe/14850/crab-rangoon-i/,Crab Rangoon I Recipe - Allrecipes.com,"[""1 (14 ounce) package small won ton wrappers"",""1 pound crabmeat, shredded"",""1 quart oil for frying"",""1 teaspoon minced fresh ginger root"",""1/2 teaspoon chopped fresh cilantro"",""1/2 teaspoon dried parsley"",""2 (8 ounce) packages cream cheese, softened"",""3 tablespoons dark soy sauce""]",Chinese
https://www.allrecipes.com/recipe/256982/chinese-hand-pulled-noodles/,Chinese Hand-Pulled Noodles Recipe - Allrecipes.com,"[""1/4 cup vegetable oil"",""2 1/2 cups water"",""8 cups all-purpose flour""]",Chinese
https://www.allrecipes.com/recipe/13343/egg-drop-soup-ii/,Egg Drop Soup II Recipe - Allrecipes.com,"[""1 egg, lightly beaten"",""1 tablespoon cornstarch"",""2 (14.5 ounce) cans chicken broth"",""2 tablespoons chopped green onion""]",Chinese
https://www.allrecipes.com/recipe/262940/spicy-chinese-cumin-lamb-skewers/,Spicy Chinese Cumin Lamb Skewers Recipe - Allrecipes.com,"[""1 pound lamb shoulder, cut into 1/2-inch pieces"",""1 tablespoon salt"",""10 skewers"",""2 tablespoons ground cumin"",""2 tablespoons red pepper flakes""]",Chinese
