recipe_urls,recipe_name,ingredients,cuisine
https://www.jamieoliver.com/recipes/vegetables-recipes/raw-vegan-spag-bol/,Raw vegan spag bol,"['25 g sun-dried tomatoes', '2 dates', '50 g walnuts', '4 courgettes', '4-5 cauliflower florets', '½ a red onion', '1 small clove of garlic', '1 sprig of fresh rosemary', '½ a small red chilli', '½ a carrot', '½ a stick of celery', '¼ of a red pepper', '½ a beetroot', '225 g cherry tomatoes', '½ lemon', '½ a bunch of fresh flat-leaf parsley', '½ a bunch of fresh basil']",Italian
https://www.jamieoliver.com/recipes/chicken-recipes/chicken-paella/,Chicken ‘paella’,"['400 g quality chorizo', '1 small onion', '50 g jarred piquillo peppers', '½ a bunch of fresh flat-leaf parsley', '22 free-range chicken drumettes', '2 tablespoons extra virgin olive oil', '1 teaspoon smoked paprika', '2 tablespoon tomato pureé', '400 g Bomba paella rice', '120 ml white wine', '750 ml organic chicken stock', '200 g frozen peas', '1 lemon']",Spanish
https://www.jamieoliver.com/recipes/beef-recipes/blue-cheese-apple-burger/,Blue cheese & apple burger,"['750 g quality minced chuck steak (see tip)', '1 soft round lettuce', '1 punnet of cress', '2 Braeburn or Cox apples', '120 g blue cheese', 'olive oil', '6 burger buns', 'American mustard']",American
https://www.jamieoliver.com/recipes/beef-recipes/beef-amp-quince-stew/,Beef & quince stew,"['10 small red onions', '3 cloves of garlic', '2 quinces', '1 lemon', 'olive oil', '2 kg quality beef chuck or rump, cut into 8cm pieces (ask your butcher to do this)', '18 ripe cherry tomatoes, on the vine or 2 x 400g tins of cherry tomatoes', '250 ml tomato passata', '1 tablespoon tomato purée', '1-2 cinnamon sticks', '2-3 fresh bay leaves', '1 tablespoon allspice berries', '1 large wineglass of dry red wine']",French
https://www.jamieoliver.com/recipes/seafood-recipes/spanish-style-prawns-with-fennel/,Spanish-style prawns with fennel,"['2 cloves of garlic', '1 bulb of fennel', 'a few sprigs of fresh flat-leaf parsley', 'olive oil', '750 g ripe cherry tomatoes', '1 large wineglass of white wine', '10 large raw prawns, from sustainable sources', '1 lemon']",Spanish
https://www.jamieoliver.com/recipes/seafood-recipes/prawn-chorizo-orzo/,Prawn & chorizo orzo,"['2 cloves of garlic', '200 g quality chorizo', '½ a bunch of fresh basil , (15g)', '4 tablespoons olive oil', '2 tablespoons sherry vinegar', '400 ml passata', '300 g orzo', '200 g cherry tomatoes, on the vine', '400 g large cooked peeled king prawns , from sustainable sources']",Italian
https://www.jamieoliver.com/recipes/beef-recipes/beef-stifado/,Beef stifado,"['1.5 kg stewing beef, such as chuck or top rump , trimmed, cut into 7cm pieces', '24 baby onions', '4 ripe tomatoes , or 1 x 400g tin of chopped tomatoes', '4 tablespoons extra virgin olive oil', '1 tablespoon tomato purée', 'MARINADE', '3 cloves of garlic', '2-3 fresh bay leaves', '1½ teaspoons allspice berries', '6 whole cloves', '1-2 sticks of cinnamon', '1 teaspoon dried oregano', '125 ml dry red wine', '4 tablespoons red wine vinegar']",Greek
https://www.jamieoliver.com/recipes/pasta-recipes/pasta-and-green-olives/,Pasta and green olives,"['250 g orecchiette', '3 tablespoons olive oil', '2 cloves of garlic', '1 x 150 g jar of green olives (stones in)', '8 tablespoons passata']",Italian
https://www.jamieoliver.com/recipes/pasta-recipes/world-s-most-elegant-winter-pasta/,World’s most elegant winter pasta,"['1 large leek', '6 cloves of garlic', '2 large handfuls of cavolo nero, dark curly kale or savoy cabbage', '100 ml extra virgin olive oil', '500 g dried pasta , such as penne, linguine or spaghetti', '100 g Parmesan cheese']",Italian
https://www.jamieoliver.com/recipes/beef-recipes/chianti-crudo/,Chianti crudo,"['1 kg topside of quality beef', '1 large clove of garlic', '½ a bunch of fresh flat-leaf parsley', '1 lemon', '1 teaspoon dried chilli flakes', '4 tablespoons olive oil']",Italian
https://www.jamieoliver.com/recipes/beef-recipes/beef-tacos/,Beef tacos,"['1 onion', '1 red pepper', '1 green pepper', 'olive oil', '2 cloves of garlic', '1 pinch of paprika', '1½ teaspoons cumin', '500 g quality minced beef', '250 ml organic beef stock', '12 corn taco shells', 'SALSA', '2 ripe tomatoes', '1 spring onion', '3 sprigs of fresh coriander', '½ a lime', 'GUACAMOLE', '2 ripe avocados', '½ lime', '2 tablespoons crème fraîche']",Mexican
