recipe_urls,recipe_name,ingredients,cuisine
https://www.jamieoliver.com/recipes/game-recipes/old-school-venison-pie-with-juniper-rosemary-and-bay/,"Old-school venison pie with juniper, rosemary and bay","['olive oil', '3 medium red onions', '3 cloves of garlic', '2 carrots', '2 sticks of celery', '1 knob of butter', '4 field mushrooms', '1 kg quality stewing venison', 'a few sprigs of fresh rosemary', '5-6 juniper berries', 'a few fresh bay leaves', 'a few sprigs of fresh thyme', '500 ml ale , preferably Scottish', '1 heaped tablespoon plain flour , plus extra for dusting', '350 g ready-made all-butter puff pastry', '1 large free-range egg']",French
https://www.jamieoliver.com/recipes/fish-recipes/mixed-fish-grill-with-lemon-couscous/,Mixed fish grill with lemon couscous,"['4 lemons', '1 large red onion , or 2 small red onions, peeled and halved', '1 clove garlic , peeled', '1 large bunch fresh flat-leaf parsley , stalks reserved', '300 g couscous', 'extra virgin olive oil', '600 ml organic vegetable stock , hot', 'sea salt', 'freshly ground black pepper', '2 sea bass fillets , from sustainable sources, ask your fishmonger, skin on and pinboned', '4 red mullet fillets , from sustainable sources, ask your fishmonger, skin on and pinboned', '1 bunch fresh mint , leaves picked', '12 large raw king prawns , from sustainable sources, ask your fishmonger, shelled and deveined', '1 large handful clams , from sustainable sources, ask your fishmonger, cleaned', '1 large handful mussels , from sustainable sources, ask your fishmonger, cleaned', '1 pinch cinnamon', '400 g tinned plum tomatoes', '1 jar roasted red peppers , drained']",Mediterranean
https://www.jamieoliver.com/recipes/fish-recipes/little-sole-goujons-with-a-quick-lemon-and-caper-sauce/,Little sole goujons with a quick lemon and caper sauce,"['800 g potatoes , peeled and cut into chunks', 'sea salt', 'freshly ground black pepper', '400 g Dover sole fillets , from sustainable sources, ask your fishmonger, skinned', '1 free-range egg', '4 tablespoons plain flour', '80 ml milk', '40 g butter', '600 g spinach , washed and spun dry', '1 whole nutmeg', '1 bunch fresh flat-leaf parsley , leaves picked', '1 small handful baby capers', '1 lemon , to serve']",French
https://www.jamieoliver.com/recipes/vegetables-recipes/aubergine-lasagne/,Aubergine lasagne,"['3 aubergines', '3 cloves of garlic', 'a few sprigs of fresh thyme', '6 tablespoons olive oil', '1 dried red chilli', '2 x 400 g tins of quality plum tomatoes', '1 tablespoon balsamic vinegar', '1 bunch of fresh basil', '150 g Cheddar cheese', '70 g Parmesan cheese', '250 g fresh lasagne sheets', 'extra virgin olive oil']",Italian
https://www.jamieoliver.com/recipes/rice-recipes/a-beautiful-sorrel-risotto-with-crumbled-goat-s-cheese/,A beautiful sorrel risotto with crumbled goat's cheese,"['2 litres organic vegetable or chicken stock', 'olive oil', '1 large onion , peeled and finely chopped', '3 sticks celery , trimmed and finely chopped', '600 g risotto rice', '250 ml vermouth or dry white wine', ""1 goat's cheese , approximately 100g"", '1 teaspoon fennel seeds', '1 dried red chilli', '2 tablespoons butter', '1 clove garlic , peeled and chopped', '1 whole nutmeg', '300 g sorrel , washed and dried', 'sea salt', 'freshly ground black pepper', '1-2 handfuls Parmesan cheese , freshly grated, plus extra for serving', '½ lemon', 'extra virgin olive oil']",Italian
https://www.jamieoliver.com/recipes/fish-recipes/home-cured-beetroot-gravadlax/,Home-cured beetroot gravadlax,"['For the beetroot cure', '2 large fresh beetroots , peeled and quartered', '1 orange , zest of', '2 lemons , zest of', '2 juniper berries , bashed', '6 tablespoons rock salt', '2 tablespoons demerara sugar', '50 ml gin', '800 g side of salmon , from sustainable sources, ask your fishmonger', 'For the herb cure', '1 small bunch fresh dill , finely chopped', '1 small bunch fresh tarragon , leaves picked and finely chopped', '4 tablespoons freshly grated horseradish', '50 ml gin', 'To serve', '1 loaf brown bread', 'a few handfuls watercress , washed and spun dry', '1 lemon , cut into wedges']",French
https://www.jamieoliver.com/recipes/fish-recipes/spanish-fish-and-chorizo-soup/,Spanish fish and chorizo soup,"['For the soup', 'olive oil', '2 cloves garlic , peeled and sliced', '2 fresh red chillies , deseeded and finely sliced', '1 bunch fresh basil , leaves picked and stalks finely chopped', '1 iberico sausage , around 200g, sliced', '½ bottle white wine', '2 x 400 g tinned plum tomatoes', '1 handful basmati rice', '400 g tinned chickpeas , drained', 'sea salt', 'freshly ground black pepper', '2 bream fillets , from sustainable sources, ask your fishmonger, skinned and pin-boned', '2 pollock fillets , from sustainable sources, ask your fishmonger, skinned and pin-boned', '12 raw prawns , from sustainable sources, ask your fishmonger, peeled, tails left on', '2 lemons , cut into wedges', 'For the pangrattato', '2 handfuls breadcrumbs', '1 bunch fresh flat-leaf parsley , roughly chopped', '1 lemon , zest of']",Spanish
https://www.jamieoliver.com/recipes/pasta-recipes/wonderful-wild-garlic-and-sausage-fusilli/,Wonderful wild garlic & sausage fusilli,"['2 heaped teaspoons fennel seeds', '2 dried red chillies , crumbled', 'olive oil', '4 higher-welfare coarse Italian or Cumberland sausages', '4 handfuls wild garlic leaves , washed, or 4 cloves of garlic, peeled, plus 4 handfuls of spinach leaves, washed', '320 g fusilli', '1 lemon', 'sea salt', 'freshly ground black pepper', '1 small handful Parmesan cheese , freshly grated, plus extra for serving']",Italian
https://www.jamieoliver.com/recipes/pasta-recipes/tagliatelle-with-asparagus-and-tomato/,Tagliatelle with asparagus and tomato,"['olive oil', '2 cloves garlic , peeled and sliced', '1 small bunch basil , leaves and stalks finely chopped', '2 x 400 g tinned plum tomatoes', 'sea salt', 'freshly ground black pepper', '1 bunch asparagus', '500 g fresh tagliatelle', 'extra virgin olive oil , to serve', 'Parmesan cheese , to serve']",Italian
https://www.jamieoliver.com/recipes/fish-recipes/smoked-salmon-and-avocado-salad/,Smoked salmon & avocado salad,"['1 loaf ciabatta', '2 small avocados , stoned and sliced', '1 lemon', '½ cucumber', '2 handfuls mixed fresh herbs , leaves picked', '1 punnet cress , snipped', '2 tablespoons mixed seeds (pumpkin, sesame, sunflower and poppy seeds)', '1 blood orange , halved', 'extra virgin olive oil', 'sea salt', 'freshly ground black pepper', '200 g smoked salmon , from sustainable sources, ask your fishmonger']",American
