recipe_urls,recipe_name,ingredients,cuisine
https://www.jamieoliver.com/recipes/turkey-recipes/christmas-mulligatawny-soup/,Christmas Mulligatawny soup,"['1 large onion', '2 cloves of garlic', '1 carrot', '300 g butternut squash', '1 thumb-sized piece of ginger', '1 tablespoon olive oil', '1 dried red chilli', '1 tablespoon tomato purée', '1 tablespoon curry paste', '500 g leftover cooked free-range turkey', '1 x 400 g tin chopped tomatoes', '750 ml hot organic chicken or giblet stock', '300 g basmati rice', 'a few sprigs of fresh coriander']",Indian
https://www.jamieoliver.com/recipes/pork-recipes/porchetta-di-davida/,Porchetta di davida,"['4-5 kg boneless higher-welfare jacket of pork, loin and belly attached', '50 ml vin santo or other sweet dessert wine', '6 large carrots', '200 ml white wine', 'STUFFING', '3 onions', '4 cloves of garlic', '200 g free-range chicken livers', '4 sprigs of fresh rosemary', '4 sprigs of fresh thyme', '250 g fresh breadcrumbs', 'olive oil', '400 g higher-welfare minced pork belly', '10 fresh sage leaves', '120 ml vin santo , or other sweet dessert wine', '25 g pine nuts', '40 g sultanas', 'GRAVY', '3 heaped tablespoons plain flour', '120 ml white wine', '1.5 litres organic chicken stock']",Italian
https://www.jamieoliver.com/recipes/chicken-recipes/chicken-mole/,Chicken mole,"['', '2 carrots', '2 sticks of celery', '1 onion', '25 g unsalted peanuts', '1.6 kg whole free-range chicken', 'TACOS', '500 g plain flour', 'olive oil', 'MOLE SAUCE', '4 dried ancho chillies', '2 fresh red chillies', 'olive oil', '1 onion', '2 cloves of garlic', '½ tesapoons ground cinnamon', '½ teaspoon ground cumin', '½ teaspoon ground coriander', '1 teaspoon dried oregano', '50 g unsalted peanuts', '2 tablespoons runny honey', '50 g dark chocolate (85%)', '1 ripe tomato', 'PICKLED CABBAGE', '500 g red cabbage', '5 tablespoons red wine vinegar', '1 teaspoon fennel seeds']",Mexican
https://www.jamieoliver.com/recipes/beef-recipes/poached-beef-with-herb-vinaigrette-leeks/,Poached beef with herb vinaigrette & leeks,"['6 onions', '6 leeks', '2 tablespoons olive oil', '200 ml white wine', '3 litres organic vegetable stock', '1.25 kg beef-eye fillet , roughly 8cm in diameter', 'HERB VINAIGRETTE', '1 shallot', '6 cornichons', '1 bunch of fresh coriander', '1 bunch of fresh chives', '1 teaspoon Dijon mustard', '2 teaspoons wine vinegar', '2 teaspoon savora sauce , (see tip)', '4 tablespoons rapeseed oil', '1 teaspoon capers']",French
https://www.jamieoliver.com/recipes/fish-recipes/christmas-jerk-gravadlax/,Christmas jerk gravadlax,"['1.2 kg side of salmon, from sustainable sources', 'SPICE CURE', '1 orange', '1 scotch bonnet chilli', '1 shallot', '1 teaspoon allspice', '½ teaspoon cinnamon', '1 tablespoon treacle', '6 tablespoons rock salt', '2 tablespoons brown sugar', '2 tablespoons rum , plus 50ml extra for rinsing off the cure', 'HERB CURE', '½ a bunch of fresh flat-leaf parsley', '½ a bunch of fresh thyme', '½ a bunch of fresh chives']",Unknown
https://www.jamieoliver.com/recipes/beef-recipes/chestnut-porcini-crusted-veal-rack/,Chestnut & porcini-crusted veal rack,"['2.5 kg 4-bone higher-welfare veal rack , trimmed of most of its fat and bones cleaned (ask your butcher to do this)', 'olive oil', '2 tablespoons Dijon mustard', '5 g dried porcini', '50 g wholemeal bread', '70 g vac-packed chestnuts', '3 sprigs of fresh sage', 'CUMBERLAND SAUCE', '1 orange', '4 tablespoons port', '4 tablespoons redcurrant jelly', '1 teaspoon English mustard']",French
https://www.jamieoliver.com/recipes/vegetables-recipes/persian-squash-pistachio-roast/,Persian squash & pistachio roast,"['400 g squash', 'olive oil', '1 red onion', '2 cloves of garlic', '50 g dried apricots', '50 g sour cherries or cranberries', '2 tesapoons cumin seeds', '2 teaspoons coriander seeds', '1 lemon', '1 bunch of fresh coriander , (15g)', '200 g tinned or vacuum-packed chestnuts', '½ teaspoon ground turmeric', '1 teaspoon ground cinnamon', '100 g shelled pistachios', '100 g almonds', '100 g cooked quinoa or brown rice', '2 medium free-range eggs , (or to make it vegan, 2 tablespoons of chia seeds mixed with 6 tablespoons of water and left to soak)', '1 pomegranate', 'TOMATO SAUCE', '2 cloves of garlic', '1 small onion', '2 fresh red chillies', '1 stick of cinnamon', '½ a bunch of fresh thyme', '1 pinch of turmeric', '2 x 400 g tins of quality plum tomatoes', '1 tablespoon balsamic vinegar', 'FETA', '200 g feta cheese , optional', '1 lemon , optional', '1 teaspoon coriander seeds , optional']",Persian
https://www.jamieoliver.com/recipes/fish-recipes/sesame-seared-salmon/,Sesame seared salmon,"['150 g brown rice noodles', '2 limes', '2 x 100 g fillets of salmon, skin on, scaled and pin-boned, from sustainable sources', '4 teaspoons sesame seeds', '1 clove of garlic', '4 teaspoons tahini', '8cm piece of cucumber', '2 small carrots', '2 raw baby beets', '1 punnet of cress', '1 ripe avocado', 'extra virgin olive oil', '½-1 fresh red chilli', '2 sprigs of fresh coriander']",Japanese
https://www.jamieoliver.com/recipes/fish-recipes/jamon-wrapped-cod-with-borlotti-bean-stew/,Jamon-wrapped cod with borlotti bean stew,"['400 g dried borlotti beans , or 1 x 400g tin of borlotti beans', '2 red peppers', '3 cloves of garlic', '250 g kale', '½ a bunch of fresh flat-leaf parsley', '200 g coarse breadcrumbs', '1 tablespoon smoked paprika', 'olive oil', '15 thin slices jamón ibérico or prosciutto', '900 g rectangular-shaped fillet of cod , skin off and pin-boned boned, from sustainable sources', '4 fresh bay leaves']",Spanish
https://www.jamieoliver.com/recipes/eggs-recipes/spiced-veggie-rice-with-poached-eggs/,Spiced veggie rice with poached eggs,"['7-8 spring onions', '2 cloves of garlic', '2 fresh red chillies', 'rapeseed or olive oil', '2 fresh bay leaves', '4 whole cardamom pods', '3 teaspoons coriander seeds', '3 teaspoons cumin seeds', '1 teaspoon ground turmeric', '300 g basmati rice', '400 g leftover roast veg , such as parsnips, beetroots, potatoes', '6 medium free-range eggs', '1 splash of white wine vinegar', '200 g leftover cooked green veg , such as Brussels sprouts, spinach', '1 bunch of fresh flat-leaf parsley , (30g)', '1 bunch of fresh mint , (30g)', '2 limes', '1 pomegranate']",Indian
